answer,qid,question,question_seg,question_parsing
批量转账一次最多导入500条数据，如果提交的数据多于500条，您可以分次导入。,2418,批量转账最多可以多少笔,批量|转账|最|多|可以|多少|笔|,"{'s': [], 'v': ['转账'], 'a': ['多少'], 'o': ['笔'], 'f': []}"
开通了快易理财功能，您可以用任一号码拨打95555选择“2”人工服务-“1”个人银行业务-“1”快易理财服务，输入您的查询密码之后可以查询到您开通快易理财之后通过电话人工转账的记录，包括姓名、账号、转账时间、转账金额、开户行以及交易备注。【注：目前电话只能查询快易理财的转账记录，若您是通过其他渠道比如网上银行、柜台等渠道转的账，无法通过电话渠道查询】若您需要进一步了解快易理财相关业务，您可以拨打95555选择,2419,快易理财转账汇款记录查询,快易理财|转账汇款|记录|查询|,"{'s': [], 'v': ['理财'], 'a': ['转账'], 'o': ['汇款', '查询'], 'f': []}"
专业版转账计划中的“指定日期转账”是指在您指定的日期执行一次转账操作。执行完成后，该转账计划自动取消并可在“历史转账计划”中查询到，指定日期转账不可以指定当天作为转账计划的日期的。,2420,专业版转账计划“指定日期转账”,专业版|转账计划|指定|日期|转账|,"{'s': [], 'v': ['计划'], 'a': ['专业版', '转账', '指定', '日期'], 'o': ['转账'], 'f': []}"
专业版周期转账：只要日期符合您指定的条件，例如每月1日，我行将自动执行转账操作。（可以把日期指定为当天，若指定为当天，当天不会执行，会在下个月的当天执行）。,2421,专业版转账计划“周期转账”,专业版|转账计划|周期|转账|,"{'s': [], 'v': ['转账'], 'a': ['专业版', '转账', '计划', '周期'], 'o': [], 'f': []}"
您可以进入点击右侧“个人银行大众版”，选择一卡通，输入卡号、查询密码登录，点击横排菜单“账户管理”-“回单打印”，然后选择“起始日期”并在“交易类型”中选择“直付通”，再点击“查询”后根据您的需要打印对应的条目。,2422,大众版直付通回单打印,大众版|直付通|回单|打印|,"{'s': ['回单'], 'v': ['打印'], 'a': ['大众版', '直', '付通'], 'o': [], 'f': []}"
您可以进入点击右侧“个人银行大众版”，选择一卡通，输入卡号、查询密码登录，点击横排菜单“账户管理”-“回单打印”，然后选择“起始日期”并在“交易类型”中选择“网上境外汇款”，再点击“查询”后根据您的需要打印对应的条目。,2423,大众版网上境外汇款回单打印,大众版|网上|境外汇款|回单|打印|,"{'s': ['回单'], 'v': ['打印'], 'a': ['大众版', '网上', '境外', '汇款'], 'o': [], 'f': []}"
电子填单记录的有效期为三个自然日（含填单日），逾期需重新提交申请。,2424,电子填单的有效期,电子|填单|的|有效期|,"{'s': ['电子'], 'v': ['有效期'], 'a': ['填'], 'o': ['单'], 'f': []}"
网上填写电子填单后，我行会向您在填单过程中所预留的手机号码发送短信通知。短信模板：“尊敬的客户，您的申请已受理，请在3日内携带本人开户证件、银行卡/存折亲临我行网点办理。详询95555。”,2425,电子填单完成后是否有短信通知,电子|填|单|完成|后|是否|有|短信通知|,"{'s': ['电子'], 'v': ['有'], 'a': ['填', '完成', '短信'], 'o': ['单', '通知'], 'f': []}"
您可以打开，点击右侧“个人银行大众版”，输入卡号、查询密码登录，点击横排最后一个菜单“客户服务”—“电子填单”—“我的填单”，然后点击左边蓝色字体进行“查看”、“修改”、“取消”的操作。（需要选择对应的状态为“未办理”或“已办理”）,2426,电子填单查看/修改/取消操作指引（大众版）,电子|填|单|查看|修改|取消|操作|指引|大众版|,"{'s': ['电子'], 'v': ['填'], 'a': ['操作', '大众版'], 'o': ['单', '指引'], 'f': []}"
前往柜台打印交易明细，需要本人带身份证和一卡通去办理（柜台打印可加盖银行储蓄章），不允许代办。您也可以选择网银打印（网上打印会有招行电子回单专用章）。,2427,网银上打印的回单有没有银行印章,网银|上|打印|的|回单|有没有|银行|印章|,"{'s': [], 'v': ['印章'], 'a': ['网银', '打印', '回单', '有没有', '银行'], 'o': [], 'f': []}"
银商转账业务申请流程：①、先在交易所签署协议（即先在交易所申请取得交易商代码和设置交易商密码）；②、在交易日资金划转时间内带本人一卡通、本人有效身份证原件，到开户行所在地任意网点（总行营业部的卡不可在深圳分行办理）签署协议，或也可通过个人网上银行（大众版、专业版）、手机银行办理。【温馨提示：一个银行结算账户可对应多个交易所，但转账协议仅限人民币。】,2428,如何开通银商转账业务协议,如何|开通|银商|转账业务|协议|,"{'s': [], 'v': ['开通'], 'a': ['银商', '转账', '业务'], 'o': ['协议'], 'f': ['如何']}"
银商转账业务关闭：您可通过个人网上银行（大众版、专业版）、手机银行、开户行所在地任意网点办理银商转账协议关闭。若到柜台办理，办理时您需要在交易日资金划转时间内携带本人“一卡通”、本人有效居民身份证原件。【温馨提示：①如果该账户当天办理过银商转账的资金类交易，必须在下一交易日才能进行协议关闭操作；②交易所的资金及份额我行并无要求提前转出或清空，我行唯一限制是当天不能有转账交易，但需要看交易所是否有要求，部分交易所可能会要求提前转出资金或清空份额才能办理关闭协议。】,2429,如何关闭银商转账业务协议,如何|关闭|银商|转账业务|协议|,"{'s': [], 'v': ['关闭'], 'a': ['银商', '转账', '业务'], 'o': ['协议'], 'f': ['如何']}"
"我行于4月30日上线了新的个人账务变动通知业务，可个性化设置提醒起点金额、是否显示账户余额等，开通渠道如下：1、柜台：请您本人携带一卡通开户证件、一卡通/存折,凭取款密码到营业网点办理开通，存折只能通过柜台渠道定制。2、网上银行（含大众版、专业版）：请登录网上银行，点击上面一横排菜单“账户管理”-“招行短信服务”，页面“操作”下方点击“功能开通”根据提示进行操作；3、手机银行：请登录手机银行，选择“我的一卡通”，点击“账户管理”-“招行短信服务”，根据提示开通。【温馨提示】：①、原免费通知服务定制业务已暂停办理；②、目前账户变动通知业务，3元/月/卡，开通前三个月（包含开通当月）免费（取消再开通的不再享受该优惠）；③、当天开通/取消，次日生效；④、我行手机银行3.2版本推出免费的APP动账通知服务，欢迎您下载使用。",2430,一卡通短信通知服务,一卡通|短信通知|服务|,"{'s': [], 'v': ['服务'], 'a': ['一卡通', '短信', '通知'], 'o': [], 'f': []}"
个人投资者在期货公司申请银期转账功能后，不能立即使用，须本人到我行网点、网上银行（大众版、专业版）或手机银行进行银期转账功能的激活操作后，方能使用。,2431,激活银期转账功能,激活|银期|转账|功能|,"{'s': [], 'v': ['激活'], 'a': ['银期', '转账'], 'o': ['功能'], 'f': []}"
投资者可通过我行修改银期转账业务银行结算账户转期货保证金限额（含单笔银转期限额和单日银转期累计限额）。修改渠道包括：全行任意网点、个人网上银行（大众版、专业版）、手机银行、电话银行。【温馨提示：①、单日银转期累计限额指单日银转期和期转银轧差后银转期限额；②、期货公司负责控制投资者在期货公司保证金账户内的可转出金额、单笔可转出的最高限额、每日累计可转出金额及每日累计可转出次数等。】,2432,修改银期转账限额,修改|银期|转账|限额|,"{'s': [], 'v': ['修改'], 'a': ['银期', '转账'], 'o': ['限额'], 'f': []}"
国际借记卡在到期前三个月或者到期后，若您在网上银行申请换卡，则只能在开户行领取新卡（无法寄送卡片）；若您在全行任一网点申请换卡，则可指定网点领取新卡（领卡行可为同城或异地。,2433,国际借记卡到期是否需要去开户行领卡,国际借记卡|到期|是否|需要|去|开户行|领卡|,"{'s': ['借记卡'], 'v': ['到期'], 'a': ['国际'], 'o': ['去', '开户行'], 'f': []}"
如果您已经是最新版本，提示“已停止该版本的使用”请按照以下方法尝试：1、请打开“开始”菜单，选择“运行”，输入system32回车，进入system32文件夹下删除PersonalBankMain.ocx文件后，再重新安装专业版。2、如果还是一样的报错，请在最新下载下来的专业版程序上面点击鼠标右键，解压到pbsetup60，然后将pbsetup60文件夹中的PersonalBankMain.ocx文件复制到system32文件夹下，再试一下是否正常。3、如果是移动证书用户，建议卸载专业版，重启电脑，关闭其他开机启动程序，安装最新的专业版后再登录。4、如果通过客户端直接登录专业版没有问题，只是网上支付有问题，建议换浏览器或新建用户再试。如果仍不行，一般是您所使用的电脑上安装的其它软件更改了专业版程序的相关信息导致。可能有其它软件与专业版有冲突，请重启电脑后，将开机自动运行的程序全都退出后再试一下。,2434,登录个人银行专业版时提示“招商银行已停止该版本的使用，请重新下载最新版本安装”,登录|个人银行|专业版|时|提示|招商银行|已|停止|该|版本|的|使用|请|重新|下载|最新|版本|安装|,"{'s': ['招商银行'], 'v': ['提示'], 'a': ['登录', '个人', '银行', '该', '版本', '最新', '版本'], 'o': ['专业版', '停止', '使用', '下载', '安装'], 'f': []}"
通过网上银行或电话人工申请国际借记卡到期换卡，为确认换卡时卡片未遗失，您需输入卡片背面签名栏最后3位数字的CVV2验证，且CVV2码当天连续3次输入错误，将被锁定，日终后自动解锁。,2435,国际借记卡CVV2验证码的规定,国际借记卡|CVV2|验证码|的|规定|,"{'s': [], 'v': ['规定'], 'a': ['国际', '借记卡', 'CVV', '2', '验证码'], 'o': [], 'f': []}"
